Measurement_System,FSK_Group_Key,Injection_Variant,FSK_SKU,Proposed_FSK_Code,Build_Status,Build_Source,Priority,Shaft_Value,Stern_OD_Value,Backend_Target_OD_in,Stern_Target_OD_in,FSA_SKU,FSA_Stock_SKU,Hose_SKU,Hose_Orientation,Clamp_Backend_SKU,Clamp_Stern_SKU,Clamp_Backend_Qty,Clamp_Stern_Qty,Requested_Port_Count,FSA_Stock_Variant,Injection_Action,Hose_Type,Stretch_Backend_in,Stretch_Stern_in,Sell_On_Website,Total_Stretch
Imperial,FSK-1375-2500,2,FSK-1375-2500-2,FSK-1375-2500-2,Generated,Rule Engine,4,1.375,2.5,2.625,2.5,FSA-1375-2625-1,FSA-1375-2625-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.125,0.0,False,0.125
Imperial,FSK-1375-2500,3,FSK-1375-2500-3,FSK-1375-2500-3,Generated,Rule Engine,5,1.375,2.5,2.25,2.5,FSA-1375-2250-1,FSA-1375-2250-1,HOSE 2250,A->Backend,CLAMP-2250,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.25,True,0.25
Imperial,FSK-1375-2500,4,FSK-1375-2500-4,FSK-1375-2500-4,Generated,Rule Engine,5,1.375,2.5,2.375,2.5,FSA-1375-2375-1,FSA-1375-2375-1,HOSE 2375,A->Backend,CLAMP-2250,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.125,False,0.125
Imperial,FSK-1375-2625,0,FSK-1375-2625-0,FSK-1375-2625-0,Generated,Rule Engine,2,1.375,2.625,2.5,2.625,FSA-1375-2500-1,FSA-1375-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1375-2625,1,FSK-1375-2625-1,FSK-1375-2625-1,Generated,Rule Engine,3,1.375,2.625,2.625,2.625,FSA-1375-2625-1,FSA-1375-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1375-2625,2,FSK-1375-2625-2,FSK-1375-2625-2,Generated,Rule Engine,4,1.375,2.625,2.625,2.625,FSA-1375-2625-1,FSA-1375-2625-1,HOSE 2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-1375-2625,3,FSK-1375-2625-3,FSK-1375-2625-3,Generated,Rule Engine,5,1.375,2.625,2.375,2.625,FSA-1375-2375-1,FSA-1375-2375-1,HOSE 2375,A->Backend,CLAMP-2250,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.25,False,0.25
Imperial,FSK-1375-2625,4,FSK-1375-2625-4,FSK-1375-2625-4,Generated,Rule Engine,5,1.375,2.625,2.5,2.625,FSA-1375-2500-1,FSA-1375-2500-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.125,True,0.125
Imperial,FSK-1375-2750,0,FSK-1375-2750-0,FSK-1375-2750-0,Generated,Rule Engine,2,1.375,2.75,2.5,2.75,FSA-1375-2500-1,FSA-1375-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1375-2750,1,FSK-1375-2750-1,FSK-1375-2750-1,Generated,Rule Engine,3,1.375,2.75,2.625,2.75,FSA-1375-2625-1,FSA-1375-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1375-2750,2,FSK-1375-2750-2,FSK-1375-2750-2,Generated,Rule Engine,5,1.375,2.75,2.5,2.75,FSA-1375-2500-1,FSA-1375-2500-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.25,True,0.25
Imperial,FSK-1375-2750,3,FSK-1375-2750-3,FSK-1375-2750-3,Generated,Rule Engine,5,1.375,2.75,2.5,2.75,FSA-1375-2500-1,FSA-1375-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.125,True,0.125
Imperial,FSK-1375-2750,4,FSK-1375-2750-4,FSK-1375-2750-4,Generated,Rule Engine,5,1.375,2.75,2.625,2.75,FSA-1375-2625-1,FSA-1375-2625-1,HOSE 2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.125,False,0.125
Imperial,FSK-1375-3000,0,FSK-1375-3000-0,FSK-1375-3000-0,Generated,Rule Engine,5,1.375,3.0,2.5,3.0,FSA-1375-2500-1,FSA-1375-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.25,True,0.25
Imperial,FSK-1375-3000,1,FSK-1375-3000-1,FSK-1375-3000-1,Generated,Rule Engine,6,1.375,3.0,2.625,3.0,FSA-1375-2625-1,FSA-1375-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-3000,2,2,1,0,0,Articulated,0.125,0.25,False,0.375
Imperial,FSK-1500-2250,0,FSK-1500-2250-0,FSK-1500-2250-0,Generated,Rule Engine,4,1.5,2.25,2.25,2.25,FSA-1500-2250-1,FSA-1500-2250-1,HOSE 2250,A->Backend,CLAMP-2250,CLAMP-2250,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Imperial,FSK-1500-2250,1,FSK-1500-2250-1,FSK-1500-2250-1,Generated,Rule Engine,4,1.5,2.25,2.375,2.25,FSA-1500-2375-1,FSA-1500-2375-1,HOSE 2250,A->Backend,CLAMP-2250,CLAMP-2250,2,2,1,0,0,Straight,0.125,0.0,False,0.125
Imperial,FSK-1500-2250,2,FSK-1500-2250-2,FSK-1500-2250-2,Generated,Rule Engine,4,1.5,2.25,2.5,2.25,FSA-1500-2500-1,FSA-1500-2500-1,HOSE 2250,A->Backend,CLAMP-2500,CLAMP-2250,2,2,1,0,0,Straight,0.25,0.0,True,0.25
Imperial,FSK-1500-2250,3,FSK-1500-2250-3,FSK-1500-2250-3,Generated,Rule Engine,6,1.5,2.25,2.25,2.25,FSA-1500-2250-1,FSA-1500-2250-1,HOSE 2000,A->Backend,CLAMP-2250,CLAMP-2250,2,2,1,0,0,Straight,0.25,0.25,True,0.5
Imperial,FSK-1500-2250,4,FSK-1500-2250-4,FSK-1500-2250-4,Generated,Rule Engine,6,1.5,2.25,2.25,2.25,FSA-1500-2250-1,FSA-1500-2250-1,HS 2000-2000,A->Backend,CLAMP-2250,CLAMP-2250,2,2,1,0,0,Articulated,0.25,0.25,True,0.5
Imperial,FSK-1500-2375,0,FSK-1500-2375-0,FSK-1500-2375-0,Generated,Rule Engine,4,1.5,2.375,2.375,2.375,FSA-1500-2375-1,FSA-1500-2375-1,HOSE 2375,A->Backend,CLAMP-2250,CLAMP-2250,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-1500-2375,1,FSK-1500-2375-1,FSK-1500-2375-1,Generated,Rule Engine,4,1.5,2.375,2.5,2.375,FSA-1500-2500-1,FSA-1500-2500-1,HOSE 2375,A->Backend,CLAMP-2500,CLAMP-2250,2,2,1,0,0,Straight,0.125,0.0,True,0.125
Imperial,FSK-1500-2375,2,FSK-1500-2375-2,FSK-1500-2375-2,Generated,Rule Engine,4,1.5,2.375,2.625,2.375,FSA-1500-2625-1,FSA-1500-2625-1,HOSE 2375,A->Backend,CLAMP-2500,CLAMP-2250,2,2,1,0,0,Straight,0.25,0.0,False,0.25
Imperial,FSK-1500-2375,3,FSK-1500-2375-3,FSK-1500-2375-3,Generated,Rule Engine,5,1.5,2.375,2.25,2.375,FSA-1500-2250-1,FSA-1500-2250-1,HOSE 2250,A->Backend,CLAMP-2250,CLAMP-2250,2,2,1,0,0,Straight,0.0,0.125,True,0.125
Imperial,FSK-1500-2375,4,FSK-1500-2375-4,FSK-1500-2375-4,Generated,Rule Engine,6,1.5,2.375,2.375,2.375,FSA-1500-2375-1,FSA-1500-2375-1,HOSE 2250,A->Backend,CLAMP-2250,CLAMP-2250,2,2,1,0,0,Straight,0.125,0.125,False,0.25
Imperial,FSK-1500-2500,0,FSK-1500-2500-0,FSK-1500-2500-0,Generated,Rule Engine,2,1.5,2.5,2.625,2.5,FSA-1500-2625-1,FSA-1500-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1500-2500,1,FSK-1500-2500-1,FSK-1500-2500-1,Generated,Rule Engine,2,1.5,2.5,2.75,2.5,FSA-1500-2750-1,FSA-1500-2750-1,HS 2500-2750,B->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1500-2500,2,FSK-1500-2500-2,FSK-1500-2500-2,Generated,Rule Engine,3,1.5,2.5,2.75,2.5,FSA-1500-2750-1,FSA-1500-2750-1,HS 2500-2625,B->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1500-2500,3,FSK-1500-2500-3,FSK-1500-2500-3,Generated,Rule Engine,3,1.5,2.5,3.0,2.5,FSA-1500-3000-1,FSA-1500-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,CLAMP-2500,2,2,1,0,0,Articulated,0.25,0.0,False,0.25
Imperial,FSK-1500-2500,4,FSK-1500-2500-4,FSK-1500-2500-4,Generated,Rule Engine,4,1.5,2.5,2.5,2.5,FSA-1500-2500-1,FSA-1500-2500-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Imperial,FSK-1500-2625,0,FSK-1500-2625-0,FSK-1500-2625-0,Generated,Rule Engine,2,1.5,2.625,2.5,2.625,FSA-1500-2500-1,FSA-1500-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1500-2625,1,FSK-1500-2625-1,FSK-1500-2625-1,Generated,Rule Engine,3,1.5,2.625,2.625,2.625,FSA-1500-2625-1,FSA-1500-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1500-2625,2,FSK-1500-2625-2,FSK-1500-2625-2,Generated,Rule Engine,3,1.5,2.625,2.75,2.625,FSA-1500-2750-1,FSA-1500-2750-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.25,0.0,False,0.25
Imperial,FSK-1500-2625,3,FSK-1500-2625-3,FSK-1500-2625-3,Generated,Rule Engine,4,1.5,2.625,2.625,2.625,FSA-1500-2625-1,FSA-1500-2625-1,HOSE 2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-1500-2625,4,FSK-1500-2625-4,FSK-1500-2625-4,Generated,Rule Engine,4,1.5,2.625,2.75,2.625,FSA-1500-2750-1,FSA-1500-2750-1,HOSE 2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.125,0.0,False,0.125
Imperial,FSK-1500-2750,0,FSK-1500-2750-0,FSK-1500-2750-0,Generated,Rule Engine,2,1.5,2.75,2.5,2.75,FSA-1500-2500-1,FSA-1500-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1500-2750,1,FSK-1500-2750-1,FSK-1500-2750-1,Generated,Rule Engine,3,1.5,2.75,2.625,2.75,FSA-1500-2625-1,FSA-1500-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1500-2750,2,FSK-1500-2750-2,FSK-1500-2750-2,Generated,Rule Engine,3,1.5,2.75,2.75,2.75,FSA-1500-2750-1,FSA-1500-2750-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.25,0.0,False,0.25
Imperial,FSK-1500-2750,3,FSK-1500-2750-3,FSK-1500-2750-3,Generated,Rule Engine,4,1.5,2.75,2.75,2.75,FSA-1500-2750-1,FSA-1500-2750-1,HOSE 2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-1500-2750,4,FSK-1500-2750-4,FSK-1500-2750-4,Generated,Rule Engine,4,1.5,2.75,3.0,2.75,FSA-1500-3000-1,FSA-1500-3000-1,HOSE 2750,A->Backend,CLAMP-3000,CLAMP-2500,2,2,1,0,0,Straight,0.25,0.0,False,0.25
Imperial,FSK-1500-3000,0,FSK-1500-3000-0,FSK-1500-3000-0,Generated,Rule Engine,2,1.5,3.0,3.0,3.0,FSA-1500-3000-1,FSA-1500-3000-1,HS 3000-3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1500-3000,1,FSK-1500-3000-1,FSK-1500-3000-1,Generated,Rule Engine,4,1.5,3.0,3.0,3.0,FSA-1500-3000-1,FSA-1500-3000-1,HOSE 3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-1500-3000,2,FSK-1500-3000-2,FSK-1500-3000-2,Generated,Rule Engine,5,1.5,3.0,2.5,3.0,FSA-1500-2500-1,FSA-1500-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.25,True,0.25
Imperial,FSK-1500-3000,3,FSK-1500-3000-3,FSK-1500-3000-3,Generated,Rule Engine,5,1.5,3.0,2.75,3.0,FSA-1500-2750-1,FSA-1500-2750-1,HOSE 2750,A->Backend,CLAMP-2500,CLAMP-3000,2,2,1,0,0,Straight,0.0,0.25,False,0.25
Imperial,FSK-1500-3000,4,FSK-1500-3000-4,FSK-1500-3000-4,Generated,Rule Engine,6,1.5,3.0,2.625,3.0,FSA-1500-2625-1,FSA-1500-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-3000,2,2,1,0,0,Articulated,0.125,0.25,False,0.375
Imperial,FSK-1500-3500,0,FSK-1500-3500-0,FSK-1500-3500-0,Generated,Rule Engine,2,1.5,3.5,3.0,3.5,FSA-1500-3000-1,FSA-1500-3000-1,HS 3000-3500,A->Backend,CLAMP-3000,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1500-3750,0,FSK-1500-3750-0,FSK-1500-3750-0,Generated,Rule Engine,5,1.5,3.75,3.0,3.75,FSA-1500-3000-1,FSA-1500-3000-1,HS 3000-3500,A->Backend,CLAMP-3000,CLAMP-4000,2,2,1,0,0,Articulated,0.0,0.25,False,0.25
Imperial,FSK-1625-2500,0,FSK-1625-2500-0,FSK-1625-2500-0,Generated,Rule Engine,2,1.625,2.5,2.625,2.5,FSA-1625-2625-1,FSA-1625-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1625-2500,1,FSK-1625-2500-1,FSK-1625-2500-1,Generated,Rule Engine,4,1.625,2.5,2.625,2.5,FSA-1625-2625-1,FSA-1625-2625-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.125,0.0,False,0.125
Imperial,FSK-1625-2500,2,FSK-1625-2500-2,FSK-1625-2500-2,Generated,Rule Engine,6,1.625,2.5,2.625,2.5,FSA-1625-2625-1,FSA-1625-2625-1,HOSE 2375,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.25,0.125,False,0.375
Imperial,FSK-1625-2750,0,FSK-1625-2750-0,FSK-1625-2750-0,Generated,Rule Engine,3,1.625,2.75,2.625,2.75,FSA-1625-2625-1,FSA-1625-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1625-2750,1,FSK-1625-2750-1,FSK-1625-2750-1,Generated,Rule Engine,5,1.625,2.75,2.625,2.75,FSA-1625-2625-1,FSA-1625-2625-1,HOSE 2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.125,False,0.125
Imperial,FSK-1625-2750,2,FSK-1625-2750-2,FSK-1625-2750-2,Generated,Rule Engine,5,1.625,2.75,2.625,2.75,FSA-1625-2625-1,FSA-1625-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.25,False,0.25
Imperial,FSK-1625-2750,3,FSK-1625-2750-3,FSK-1625-2750-3,Generated,Rule Engine,6,1.625,2.75,2.625,2.75,FSA-1625-2625-1,FSA-1625-2625-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.125,0.25,False,0.375
Imperial,FSK-1625-2750,4,FSK-1625-2750-4,FSK-1625-2750-4,Generated,Rule Engine,6,1.625,2.75,2.625,2.75,FSA-1625-2625-1,FSA-1625-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.125,False,0.25
Imperial,FSK-1625-3000,0,FSK-1625-3000-0,FSK-1625-3000-0,Generated,Rule Engine,6,1.625,3.0,2.625,3.0,FSA-1625-2625-1,FSA-1625-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-3000,2,2,1,0,0,Articulated,0.125,0.25,False,0.375
Imperial,FSK-1750-2500,0,FSK-1750-2500-0,FSK-1750-2500-0,Generated,Rule Engine,2,1.75,2.5,2.625,2.5,FSA-1750-2625-1,FSA-1750-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1750-2500,1,FSK-1750-2500-1,FSK-1750-2500-1,Generated,Rule Engine,3,1.75,2.5,3.0,2.5,FSA-1750-3000-1,FSA-1750-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,CLAMP-2500,2,2,1,0,0,Articulated,0.25,0.0,True,0.25
Imperial,FSK-1750-2500,2,FSK-1750-2500-2,FSK-1750-2500-2,Generated,Rule Engine,4,1.75,2.5,2.5,2.5,FSA-1750-2500-1,FSA-1750-2500-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Imperial,FSK-1750-2500,3,FSK-1750-2500-3,FSK-1750-2500-3,Generated,Rule Engine,4,1.75,2.5,2.625,2.5,FSA-1750-2625-1,FSA-1750-2625-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.125,0.0,False,0.125
Imperial,FSK-1750-2500,4,FSK-1750-2500-4,FSK-1750-2500-4,Generated,Rule Engine,6,1.75,2.5,2.5,2.5,FSA-1750-2500-1,FSA-1750-2500-1,HOSE 2250,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.25,0.25,True,0.5
Imperial,FSK-1750-2625,0,FSK-1750-2625-0,FSK-1750-2625-0,Generated,Rule Engine,2,1.75,2.625,2.5,2.625,FSA-1750-2500-1,FSA-1750-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1750-2625,1,FSK-1750-2625-1,FSK-1750-2625-1,Generated,Rule Engine,3,1.75,2.625,2.625,2.625,FSA-1750-2625-1,FSA-1750-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1750-2625,2,FSK-1750-2625-2,FSK-1750-2625-2,Generated,Rule Engine,4,1.75,2.625,2.625,2.625,FSA-1750-2625-1,FSA-1750-2625-1,HOSE 2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-1750-2625,3,FSK-1750-2625-3,FSK-1750-2625-3,Generated,Rule Engine,5,1.75,2.625,2.5,2.625,FSA-1750-2500-1,FSA-1750-2500-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.125,True,0.125
Imperial,FSK-1750-2625,4,FSK-1750-2625-4,FSK-1750-2625-4,Generated,Rule Engine,5,1.75,2.625,2.625,2.625,FSA-1750-2625-1,FSA-1750-2625-1,HS 2500-2625,B->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.125,False,0.125
Imperial,FSK-1750-2750,0,FSK-1750-2750-0,FSK-1750-2750-0,Generated,Rule Engine,2,1.75,2.75,2.5,2.75,FSA-1750-2500-1,FSA-1750-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1750-2750,1,FSK-1750-2750-1,FSK-1750-2750-1,Generated,Rule Engine,3,1.75,2.75,2.625,2.75,FSA-1750-2625-1,FSA-1750-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.125,0.0,False,0.125
Imperial,FSK-1750-2750,2,FSK-1750-2750-2,FSK-1750-2750-2,Generated,Rule Engine,4,1.75,2.75,3.0,2.75,FSA-1750-3000-1,FSA-1750-3000-1,HOSE 2750,A->Backend,CLAMP-3000,CLAMP-2500,2,2,1,0,0,Straight,0.25,0.0,True,0.25
Imperial,FSK-1750-2750,3,FSK-1750-2750-3,FSK-1750-2750-3,Generated,Rule Engine,5,1.75,2.75,2.5,2.75,FSA-1750-2500-1,FSA-1750-2500-1,HOSE 2500,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Straight,0.0,0.25,True,0.25
Imperial,FSK-1750-2750,4,FSK-1750-2750-4,FSK-1750-2750-4,Generated,Rule Engine,5,1.75,2.75,2.5,2.75,FSA-1750-2500-1,FSA-1750-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,CLAMP-2500,2,2,1,0,0,Articulated,0.0,0.125,True,0.125
Imperial,FSK-1750-3000,0,FSK-1750-3000-0,FSK-1750-3000-0,Generated,Rule Engine,2,1.75,3.0,3.0,3.0,FSA-1750-3000-1,FSA-1750-3000-1,HS 3000-3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1750-3000,1,FSK-1750-3000-1,FSK-1750-3000-1,Generated,Rule Engine,2,1.75,3.0,3.5,3.0,FSA-1750-3500-1,FSA-1750-3500-1,HS 3000-3500,B->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1750-3000,2,FSK-1750-3000-2,FSK-1750-3000-2,Generated,Rule Engine,3,1.75,3.0,3.25,3.0,FSA-1750-3250-1,FSA-1750-3250-1,HS 3000-3000,A->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Articulated,0.25,0.0,False,0.25
Imperial,FSK-1750-3000,3,FSK-1750-3000-3,FSK-1750-3000-3,Generated,Rule Engine,4,1.75,3.0,3.0,3.0,FSA-1750-3000-1,FSA-1750-3000-1,HOSE 3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Imperial,FSK-1750-3000,4,FSK-1750-3000-4,FSK-1750-3000-4,Generated,Rule Engine,4,1.75,3.0,3.25,3.0,FSA-1750-3250-1,FSA-1750-3250-1,HOSE 3000,A->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Straight,0.25,0.0,False,0.25
Imperial,FSK-1750-3125,0,FSK-1750-3125-0,FSK-1750-3125-0,Generated,Rule Engine,4,1.75,3.125,3.25,3.125,FSA-1750-3250-1,FSA-1750-3250-1,HOSE 3125,A->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Straight,0.125,0.0,False,0.125
Imperial,FSK-1750-3125,1,FSK-1750-3125-1,FSK-1750-3125-1,Generated,Rule Engine,5,1.75,3.125,3.0,3.125,FSA-1750-3000-1,FSA-1750-3000-1,HOSE 3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Straight,0.0,0.125,True,0.125
Imperial,FSK-1750-3125,2,FSK-1750-3125-2,FSK-1750-3125-2,Generated,Rule Engine,5,1.75,3.125,3.0,3.125,FSA-1750-3000-1,FSA-1750-3000-1,HS 3000-3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.125,True,0.125
Imperial,FSK-1750-3125,3,FSK-1750-3125-3,FSK-1750-3125-3,Generated,Rule Engine,5,1.75,3.125,3.5,3.125,FSA-1750-3500-1,FSA-1750-3500-1,HS 3000-3500,B->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.125,False,0.125
Imperial,FSK-1750-3125,4,FSK-1750-3125-4,FSK-1750-3125-4,Generated,Rule Engine,6,1.75,3.125,3.0,3.125,FSA-1750-3000-1,FSA-1750-3000-1,HOSE 2875,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Straight,0.125,0.25,True,0.375
Imperial,FSK-1750-3250,0,FSK-1750-3250-0,FSK-1750-3250-0,Generated,Rule Engine,2,1.75,3.25,3.25,3.25,FSA-1750-3250-1,FSA-1750-3250-1,HS 3250-3250,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Imperial,FSK-1750-3250,1,FSK-1750-3250-1,FSK-1750-3250-1,Generated,Rule Engine,3,1.75,3.25,3.5,3.25,FSA-1750-3500-1,FSA-1750-3500-1,HS 3250-3250,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Articulated,0.25,0.0,False,0.25
Imperial,FSK-1750-3250,2,FSK-1750-3250-2,FSK-1750-3250-2,Generated,Rule Engine,4,1.75,3.25,3.25,3.25,FSA-1750-3250-1,FSA-1750-3250-1,HOSE 3250,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Imperial,FSK-1750-3250,3,FSK-1750-3250-3,FSK-1750-3250-3,Generated,Rule Engine,4,1.75,3.25,3.5,3.25,FSA-1750-3500-1,FSA-1750-3500-1,HOSE 3250,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Straight,0.25,0.0,False,0.25
Imperial,FSK-1750-3250,4,FSK-1750-3250-4,FSK-1750-3250-4,Generated,Rule Engine,5,1.75,3.25,3.0,3.25,FSA-1750-3000-1,FSA-1750-3000-1,HOSE 3000,A->Backend,CLAMP-3000,CLAMP-3500,2,2,1,0,0,Straight,0.0,0.25,True,0.25
Imperial,FSK-1750-3500,0,FSK-1750-3500-0,FSK-1750-3500-0,Generated,Rule Engine,2,1.75,3.5,3.0,3.5,FSA-1750-3000-1,FSA-1750-3000-1,HS 3000-3500,A->Backend,CLAMP-3000,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Imperial,FSK-1750-3500,1,FSK-1750-3500-1,FSK-1750-3500-1,Generated,Rule Engine,3,1.75,3.5,3.25,3.5,FSA-1750-3250-1,FSA-1750-3250-1,HS 3000-3500,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Articulated,0.25,0.0,False,0.25
